"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2024,"SE","FT","Machine Learning Engineer",229000,"USD",229000,"US",0,"US","M"
2022,"SE","FT","Data Analytics Manager",109280,"USD",109280,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",266875,"USD",266875,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",192000,"USD",192000,"US",0,"US","M"
2023,"SE","FT","Data Science Lead",156400,"USD",156400,"US",0,"US","M"
2023,"EN","FT","Data Analyst",1700000,"INR",20673,"IN",50,"IN","L"
2023,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2022,"SE","FT","Applied Scientist",164000,"USD",164000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",169850,"USD",169850,"US",100,"US","M"
2023,"MI","FT","Data Engineer",165000,"USD",165000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Business Data Analyst",78000,"USD",78000,"US",100,"US","L"
2024,"SE","FT","Data Engineer",138000,"USD",138000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",146900,"USD",146900,"US",0,"US","M"
2024,"SE","FT","Data Lead",48000,"GBP",60000,"GB",0,"GB","M"
2021,"SE","FT","Cloud Data Architect",250000,"USD",250000,"US",50,"US","L"
2023,"MI","FT","Data Science",115000,"USD",115000,"US",0,"US","L"
2024,"SE","FT","Data Engineer",104000,"USD",104000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",155000,"USD",155000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",73100,"USD",73100,"US",0,"US","M"
2024,"SE","FT","Data Architect",117000,"USD",117000,"US",0,"US","M"
2023,"SE","FT","Research Analyst",87400,"USD",87400,"US",0,"US","M"
2023,"MI","FT","Research Scientist",340000,"USD",340000,"US",100,"US","M"
2022,"MI","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"US","M"
2023,"SE","FT","Data Product Manager",137500,"USD",137500,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",110000,"USD",110000,"US",100,"US","L"
2023,"SE","FT","Applied Scientist",248100,"USD",248100,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2024,"EX","FT","Data Science",323700,"USD",323700,"US",100,"US","M"
2023,"MI","FT","Research Engineer",257400,"USD",257400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","BI Developer",40000,"GBP",50000,"GB",0,"GB","M"
2023,"SE","FT","Data Architect",117000,"USD",117000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2023,"MI","FT","Data Scientist",187500,"USD",187500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",121400,"USD",121400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",181000,"USD",181000,"CA",0,"CA","M"
2024,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",94600,"USD",94600,"US",0,"US","M"
2024,"EX","FT","Data Engineer",219650,"USD",219650,"US",100,"US","M"
2024,"MI","FT","Analytics Engineer",130000,"GBP",162500,"GB",100,"GB","M"
2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"MI","FT","Data Scientist",154800,"USD",154800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",83913,"EUR",90599,"DE",100,"DE","M"
2023,"EX","FT","Data Engineer",168000,"USD",168000,"US",100,"US","M"
2023,"EN","FT","Applied Scientist",130760,"USD",130760,"US",0,"US","L"
2023,"EN","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2023,"MI","FT","Data Engineer",106700,"USD",106700,"US",0,"US","M"
2023,"SE","FT","Data Scientist",167441,"USD",167441,"US",100,"US","M"
2023,"MI","FT","Insight Analyst",35000,"GBP",43064,"GB",0,"GB","M"
2022,"SE","FT","Data Engineer",102100,"USD",102100,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",202800,"USD",202800,"US",0,"US","L"
2024,"SE","FT","Machine Learning Engineer",234300,"USD",234300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",72000,"USD",72000,"CO",100,"CO","M"
2024,"SE","FT","Machine Learning Engineer",196350,"USD",196350,"US",100,"US","M"
2023,"SE","FT","Research Scientist",247600,"USD",247600,"US",0,"US","L"
2024,"SE","FT","Machine Learning Engineer",267900,"USD",267900,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Analyst",132320,"USD",132320,"US",100,"US","M"
2024,"SE","FT","Data Engineer",123000,"USD",123000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",93300,"USD",93300,"US",0,"US","M"
2023,"SE","FT","Data Scientist",257000,"USD",257000,"US",100,"US","M"
2024,"EN","FT","Data Scientist",104500,"USD",104500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",228830,"USD",228830,"US",0,"US","M"
2023,"SE","FT","Data Engineer",220000,"USD",220000,"US",100,"US","M"
2023,"SE","FT","Data Science Manager",145000,"USD",145000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",55751,"USD",55751,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"MI","FT","Data Engineer",73400,"USD",73400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",124000,"USD",124000,"US",0,"US","M"
2023,"EN","FT","Data Scientist",100000,"USD",100000,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",230000,"USD",230000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",237600,"USD",237600,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Analyst",96000,"USD",96000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",119000,"USD",119000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",124500,"USD",124500,"US",0,"US","M"
2024,"SE","FT","Data Scientist",127300,"USD",127300,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2024,"MI","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"MI","FT","Data Science Lead",185900,"USD",185900,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",127000,"USD",127000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",143500,"USD",143500,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",252990,"USD",252990,"US",100,"US","M"
2024,"EN","FT","Data Scientist",72100,"USD",72100,"US",0,"US","M"
2024,"SE","FT","Machine Learning Infrastructure Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",45000,"EUR",48585,"IT",100,"GB","M"
2023,"EX","FT","Data Manager",70000,"USD",70000,"US",0,"US","M"
2020,"SE","FT","Machine Learning Scientist",260000,"USD",260000,"JP",0,"JP","S"
2023,"SE","FT","Data Engineer",132192,"USD",132192,"US",100,"US","M"
2022,"SE","FT","Data Scientist",220000,"USD",220000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",101100,"USD",101100,"US",100,"US","M"
2023,"SE","FT","Data Architect",193000,"USD",193000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",206500,"USD",206500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",176000,"USD",176000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",134000,"USD",134000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",198440,"USD",198440,"US",0,"US","M"
2023,"SE","FT","Data Engineer",208000,"USD",208000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",151600,"USD",151600,"US",0,"US","M"
2024,"SE","FT","Data Scientist",138000,"USD",138000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",140130,"USD",140130,"US",0,"US","M"
2023,"EX","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",176000,"USD",176000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",277000,"USD",277000,"US",0,"US","M"
2024,"SE","FT","Research Engineer",138000,"USD",138000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",156000,"USD",156000,"US",100,"US","M"
2022,"SE","FT","Machine Learning Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",182200,"USD",182200,"US",100,"US","M"
2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
2024,"EN","FT","Data Analyst",154818,"USD",154818,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",126277,"USD",126277,"US",0,"US","M"
2023,"EX","FT","Director of Data Science",201900,"USD",201900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",198000,"USD",198000,"US",100,"US","M"
2024,"MI","FT","Machine Learning Engineer",235680,"USD",235680,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",283780,"USD",283780,"US",0,"US","M"
2023,"SE","FT","Data Architect",239000,"USD",239000,"US",0,"US","L"
2023,"EN","FT","Data Engineer",73900,"USD",73900,"US",0,"US","M"
2022,"SE","FT","Analytics Engineer",165000,"USD",165000,"US",100,"US","M"
2024,"MI","FT","Research Engineer",240960,"USD",240960,"US",0,"US","M"
2024,"EN","FT","Data Analyst",64900,"USD",64900,"US",100,"US","M"
2024,"MI","FT","Data Engineer",93000,"USD",93000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",248600,"USD",248600,"US",0,"US","M"
2023,"MI","FT","Data Scientist",70000,"GBP",86128,"GB",0,"GB","M"
2022,"MI","FT","Data Scientist",96000,"GBP",118208,"GB",0,"GB","M"
2023,"MI","FT","Data Engineer",116000,"USD",116000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",170550,"USD",170550,"US",100,"US","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2023,"EX","FT","Data Science",168000,"USD",168000,"US",0,"US","M"
2024,"SE","FT","Data Architect",86000,"USD",86000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",118400,"USD",118400,"US",0,"US","M"
2024,"MI","FT","AI Engineer",170200,"USD",170200,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"MI","FT","Machine Learning Engineer",300000,"USD",300000,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",127000,"USD",127000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",130400,"USD",130400,"US",0,"US","M"
2023,"SE","FT","Data Engineer",184800,"USD",184800,"US",0,"US","M"
2022,"SE","FT","Data Engineer",50000,"GBP",61566,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",127600,"USD",127600,"US",0,"US","M"
2024,"SE","FT","AI Engineer",200000,"USD",200000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",147800,"USD",147800,"US",0,"US","M"
2023,"MI","FT","Data Scientist",138900,"USD",138900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156560,"USD",156560,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",116000,"USD",116000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",102900,"USD",102900,"GB",100,"GB","M"
2023,"MI","FT","Data Analyst",87500,"USD",87500,"US",100,"US","M"
2023,"SE","FT","Data Analyst",70000,"USD",70000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",230000,"USD",230000,"US",0,"US","M"
2024,"SE","FT","Data Architect",160000,"USD",160000,"US",0,"US","M"
2022,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M"
2024,"MI","FT","Data Management Analyst",124935,"USD",124935,"US",100,"US","M"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"US","M"
2021,"EN","FT","BI Data Analyst",55000,"USD",55000,"US",50,"US","S"
2023,"SE","FT","Data Analyst",94000,"USD",94000,"US",100,"US","M"
2024,"SE","FT","Research Scientist",600000,"USD",600000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",177000,"USD",177000,"US",100,"US","M"
2023,"MI","FT","BI Developer",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L"
2023,"MI","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",93918,"USD",93918,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",40000,"GBP",49216,"GB",0,"GB","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2024,"SE","FT","Data Analyst",220000,"USD",220000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",94400,"USD",94400,"US",0,"US","M"
2024,"MI","FT","Data Management Analyst",76050,"USD",76050,"US",0,"US","M"
2022,"EX","FT","Research Scientist",80000,"EUR",84053,"NL",0,"NL","L"
2024,"SE","FT","Research Engineer",339250,"USD",339250,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M"
2023,"MI","FT","Data Science Lead",191765,"USD",191765,"US",0,"US","M"
2023,"SE","FT","Data Scientist",213300,"USD",213300,"GB",0,"GB","M"
2023,"SE","FT","Research Engineer",253000,"USD",253000,"US",100,"US","M"
2023,"EN","FT","Research Scientist",220000,"USD",220000,"US",50,"US","L"
2023,"SE","FT","Data Scientist",119213,"USD",119213,"US",100,"US","M"
2024,"SE","FT","Research Analyst",73700,"USD",73700,"US",100,"US","M"
2024,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M"
2023,"EN","FT","Data Scientist",100000,"USD",100000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",187000,"USD",187000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2022,"MI","FT","AI Scientist",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",288000,"USD",288000,"US",100,"US","M"
2024,"EN","FT","Research Analyst",79300,"USD",79300,"US",0,"US","M"
2024,"MI","FT","Data Scientist",76900,"GBP",96125,"GB",0,"GB","M"
2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M"
2023,"EN","FT","Research Analyst",131000,"USD",131000,"US",0,"US","L"
2023,"MI","FT","Machine Learning Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",203100,"USD",203100,"US",0,"US","M"
2023,"SE","FT","Research Scientist",278700,"USD",278700,"US",0,"US","M"
2024,"SE","FT","Data Architect",132000,"USD",132000,"US",100,"US","M"
2023,"MI","FT","Research Engineer",100000,"USD",100000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",115000,"USD",115000,"US",100,"US","M"
2023,"SE","FT","ML Engineer",245000,"USD",245000,"US",100,"US","M"
2021,"EX","FT","Director of Data Science",130000,"EUR",153667,"IT",100,"PL","L"
2024,"SE","FT","Data Scientist",144300,"USD",144300,"US",100,"US","M"
2022,"SE","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M"
2021,"EX","FT","Director of Data Science",120000,"EUR",141846,"DE",0,"DE","L"
2023,"SE","FT","Machine Learning Engineer",182200,"USD",182200,"US",0,"US","M"
2024,"SE","FT","Data Manager",55200,"USD",55200,"US",0,"US","M"
2024,"MI","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",90700,"USD",90700,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Developer",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",120160,"USD",120160,"US",100,"US","M"
2023,"SE","FT","Research Engineer",240960,"USD",240960,"US",0,"US","M"
2024,"SE","FT","Data Scientist",248600,"USD",248600,"US",0,"US","M"
2023,"MI","FT","Data Scientist",156000,"USD",156000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"US","M"
2023,"EN","FT","Data Scientist",50000,"USD",50000,"IN",100,"US","M"
2024,"EN","FT","Data Analyst",153000,"USD",153000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",105000,"USD",105000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",331640,"USD",331640,"US",0,"US","M"
2023,"SE","FT","Data Strategist",91000,"USD",91000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",113600,"USD",113600,"US",0,"US","M"
2023,"SE","FT","Data Architect",143000,"USD",143000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",137500,"USD",137500,"US",0,"US","M"
2024,"SE","FT","Research Scientist",184700,"USD",184700,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Decision Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",89600,"USD",89600,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",190400,"USD",190400,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",110000,"EUR",115573,"FR",100,"FR","M"
2024,"SE","FT","Data Analyst",76000,"USD",76000,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",120000,"USD",120000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",50000,"EUR",55555,"FR",100,"FR","M"
2022,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2023,"MI","FT","Research Scientist",220000,"USD",220000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",88854,"USD",88854,"US",0,"US","M"
2023,"MI","FT","Data Scientist",56000,"EUR",60462,"DE",100,"DE","L"
2023,"SE","FT","Data Analyst",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","Applied Data Scientist",100000,"AUD",67635,"AU",100,"FI","M"
2023,"SE","FT","Research Scientist",287500,"USD",287500,"US",0,"US","M"
2024,"MI","FT","Data Engineer",62000,"USD",62000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2022,"MI","FT","Data Scientist",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"GB",0,"GB","M"
2023,"MI","FT","Machine Learning Engineer",55000,"GBP",67672,"GB",100,"GB","M"
2024,"SE","FT","Data Analyst",157500,"USD",157500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",125500,"USD",125500,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",197400,"USD",197400,"US",0,"US","M"
2023,"EN","FT","Research Analyst",45000,"USD",45000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",331640,"USD",331640,"US",0,"US","M"
2020,"EX","FT","Director of Data Science",325000,"USD",325000,"US",100,"US","L"
2024,"SE","FT","Business Intelligence",134900,"USD",134900,"US",0,"US","M"
2022,"SE","FT","Data Engineer",185800,"USD",185800,"CA",100,"CA","M"
2024,"MI","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Developer",144700,"USD",144700,"US",0,"US","M"
2023,"MI","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",101570,"USD",101570,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",267720,"USD",267720,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",151000,"USD",151000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",55000,"GBP",67672,"GB",0,"GB","M"
2023,"SE","FT","Data Scientist",122000,"USD",122000,"US",0,"US","M"
2020,"EN","FT","Data Scientist",55000,"EUR",62726,"DE",50,"DE","S"
2023,"SE","FT","Data Architect",145000,"USD",145000,"US",0,"US","M"
2024,"EN","FT","Machine Learning Research Engineer",105000,"CAD",80769,"CA",50,"CA","M"
2024,"EN","FT","Data Analyst",170000,"USD",170000,"US",100,"US","M"
2024,"MI","FT","BI Developer",74300,"USD",74300,"US",0,"US","M"
2023,"SE","FT","Data Analyst",73100,"USD",73100,"US",0,"US","M"
2021,"SE","FT","Data Science Manager",174000,"USD",174000,"US",100,"US","L"
2024,"SE","FT","Data Scientist",140250,"USD",140250,"US",100,"US","M"
2023,"MI","FT","Data Engineer",149600,"USD",149600,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"MI","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M"
2024,"MI","FT","Research Scientist",218213,"USD",218213,"US",0,"US","M"
2022,"MI","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M"
2024,"SE","FT","Data Analyst",68150,"USD",68150,"US",100,"US","M"
2024,"MI","FT","Data Integration Engineer",132974,"USD",132974,"US",100,"US","M"
2023,"MI","FT","BI Developer",75000,"USD",75000,"US",0,"US","M"
2022,"EN","FT","Product Data Analyst",100000,"USD",100000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",64000,"GBP",80000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",205318,"USD",205318,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",267720,"USD",267720,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M"
2023,"MI","FT","Research Engineer",230000,"USD",230000,"US",0,"US","M"
2024,"EN","FT","Data Science",26000,"USD",26000,"RO",100,"RO","L"
2024,"MI","FT","Data Analytics Consultant",78100,"USD",78100,"US",100,"US","M"
2023,"SE","FT","ML Engineer",247250,"USD",247250,"US",0,"US","M"
2023,"SE","FT","Data Scientist",90700,"USD",90700,"US",0,"US","M"
2023,"EN","FT","Data Scientist",18000,"EUR",19434,"GR",100,"GR","L"
2024,"SE","FT","Data Scientist",215000,"USD",215000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",84000,"USD",84000,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",79200,"USD",79200,"US",0,"US","M"
2022,"MI","FT","Data Engineer",24000,"USD",24000,"US",0,"US","M"
2024,"EN","FT","Research Engineer",193500,"USD",193500,"US",0,"US","M"
2022,"SE","FT","Data Engineer",105000,"USD",105000,"US",100,"US","M"
2023,"SE","FT","AI Engineer",168000,"USD",168000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",225000,"USD",225000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Engineer",89500,"USD",89500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",100,"US","M"
2024,"EX","FT","Head of Data",290000,"USD",290000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",128000,"USD",128000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",248100,"USD",248100,"US",0,"US","M"
2022,"EX","FT","Data Scientist",159000,"USD",159000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",154800,"USD",154800,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",127876,"USD",127876,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",155000,"USD",155000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",115950,"USD",115950,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",141300,"USD",141300,"US",100,"US","M"
2024,"MI","FT","Data Science Manager",70000,"USD",70000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",128875,"USD",128875,"US",100,"US","M"
2024,"SE","FT","Machine Learning Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",206000,"USD",206000,"US",0,"US","M"
2022,"MI","FT","Data Scientist",100000,"USD",100000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",123700,"USD",123700,"US",0,"US","L"
2021,"SE","FT","Data Analyst",90000,"CAD",71786,"CA",100,"CA","M"
2023,"SE","FT","Data Analyst",140130,"USD",140130,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",108308,"USD",108308,"GB",100,"GB","M"
2023,"SE","FT","Data Analyst",116700,"USD",116700,"US",0,"US","M"
2024,"EN","FT","Data Engineer",152500,"USD",152500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",170550,"USD",170550,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",233000,"USD",233000,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Research Scientist",184700,"USD",184700,"US",0,"US","M"
2023,"SE","FT","Data Scientist",125000,"USD",125000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",140250,"USD",140250,"US",100,"US","M"
2023,"SE","FT","Research Scientist",127300,"USD",127300,"US",0,"US","L"
2024,"SE","FT","Data Engineer",247500,"USD",247500,"US",100,"US","M"
2023,"MI","FT","Data Analyst",130100,"USD",130100,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",214000,"USD",214000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2022,"SE","FT","Data Science Manager",200000,"USD",200000,"US",100,"US","M"
2024,"SE","FT","BI Analyst",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"MI","FT","Research Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Integration Engineer",161000,"USD",161000,"US",100,"US","M"
2023,"EX","FT","Analytics Engineer",153000,"USD",153000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",250830,"USD",250830,"US",0,"US","M"
2024,"SE","FT","Data Scientist",218750,"USD",218750,"US",0,"US","M"
2024,"MI","FT","Data Scientist",112000,"USD",112000,"GB",0,"GB","M"
2023,"SE","FT","Data Analyst",55000,"USD",55000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"SE","FT","Data Architect",276000,"USD",276000,"US",0,"US","M"
2024,"MI","FT","Data Science",243500,"USD",243500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",140100,"USD",140100,"US",0,"US","M"
2024,"EX","FT","Data Science",288400,"USD",288400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",139000,"USD",139000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",184000,"USD",184000,"US",0,"US","M"
